conta_id,trimestre,segmento,regiao,am_id,receita_brl,pedidos,linhas_produto_ativas,valor_medio_pedido_brl,recencia_dias,devolucoes_brl,desconto_medio_pct,oportunidades_abertas,oportunidades_perdidas,valor_pipeline_brl,visitas_registradas,interacoes_crm,troca_de_am_no_trimestre,status_conta,taxonomia_mix
ACC-00311,2022Q4,Estrategico,Mexico & Norte LATAM,AM-08,13850000.0,13,4,1065384.62,10,-323579.61,3.31,2,1,1989406.36,,,0,Ativa,pre_2023
ACC-00311,2023Q1,Estrategico,Mexico & Norte LATAM,AM-08,14057750.0,15,6,937183.33,15,-348290.47,4.75,2,1,6978723.15,,,0,Ativa,pos_2023
ACC-00311,2023Q2,Estrategico,Mexico & Norte LATAM,AM-08,13642250.0,15,6,909483.33,25,-252680.23,7.41,2,0,6604815.19,7.0,22.0,0,Ativa,pos_2023
ACC-00311,2023Q3,Estrategico,Mexico & Norte LATAM,AM-08,13850000.0,19,6,728947.37,14,-157485.89,3.68,4,1,5047925.54,6.0,19.0,0,Ativa,pos_2023
ACC-00311,2023Q4,Estrategico,Mexico & Norte LATAM,AM-08,14057750.0,10,6,1405775.0,30,-228709.72,3.7,5,3,8526070.63,3.0,14.0,0,Ativa,pos_2023
ACC-00311,2024Q1,Estrategico,Mexico & Norte LATAM,AM-08,13642250.0,13,6,1049403.85,23,-13124.78,2.61,2,1,5984113.17,7.0,17.0,0,Ativa,pos_2023
ACC-00311,2024Q2,Estrategico,Mexico & Norte LATAM,AM-08,9002500.0,17,6,529558.82,30,-103500.67,6.3,3,1,4213387.06,8.0,9.0,0,Ativa,pos_2023
ACC-00311,2024Q3,Estrategico,Mexico & Norte LATAM,AM-08,6481800.0,11,6,589254.55,36,-147028.36,7.62,4,1,894517.5,6.0,21.0,0,Ativa,pos_2023
ACC-00311,2024Q4,Estrategico,Mexico & Norte LATAM,AM-08,17020000.0,17,6,1001176.47,16,-119301.79,8.9,0,0,6497394.68,2.0,20.0,0,Ativa,pos_2023
ACC-00311,2025Q1,Estrategico,Mexico & Norte LATAM,AM-08,,14,6,,20,-45445.16,6.7,2,1,1226888.38,5.0,25.0,0,Ativa,pos_2023
ACC-00311,2025Q2,Estrategico,Mexico & Norte LATAM,AM-08,17293409.28,18,6,960744.96,20,-209653.63,10.16,2,1,5993139.62,4.0,20.0,0,Ativa,pos_2023
ACC-00311,2025Q3,Estrategico,Mexico & Norte LATAM,AM-08,17431756.55,13,6,1340904.35,24,-494703.92,5.54,6,2,8507000.9,3.0,23.0,0,Ativa,pos_2023
ACC-00311,2025Q4,Estrategico,Mexico & Norte LATAM,AM-08,17571210.61,15,6,1171414.04,29,-129746.11,11.19,5,1,1344297.96,7.0,20.0,0,Ativa,pos_2023
ACC-00345,2022Q3,Estrategico,Andina & Caribe,AM-02,780187.44,12,3,65015.62,24,-7500.71,6.35,4,3,361778.27,,,0,Ativa,pre_2023
ACC-00345,2022Q4,Estrategico,Andina & Caribe,AM-02,678131.17,10,2,67813.12,17,-10904.72,10.1,1,0,306157.84,,,0,Ativa,pre_2023
ACC-00345,2023Q1,Estrategico,Andina & Caribe,AM-02,594985.04,9,3,66109.45,31,-4796.16,9.11,3,2,330246.7,,,0,Ativa,pos_2023
ACC-00345,2023Q2,Estrategico,Andina & Caribe,AM-02,576129.29,10,3,57612.93,33,-8663.51,7.69,0,0,165401.88,5.0,2.0,0,Ativa,pos_2023
ACC-00345,2023Q3,Estrategico,Andina & Caribe,AM-02,552828.56,7,3,78975.51,44,-43.83,1.6,1,0,346643.6,4.0,11.0,0,Ativa,pos_2023
ACC-00345,2023Q4,Estrategico,Andina & Caribe,AM-02,528765.35,9,3,58751.71,41,-14075.94,8.18,1,0,200868.48,2.0,18.0,0,Ativa,pos_2023
ACC-00345,2024Q1,Estrategico,Andina & Caribe,AM-02,616224.26,8,2,77028.03,11,-5626.08,7.8,1,1,370095.89,3.0,20.0,0,Ativa,pos_2023
ACC-00345,2024Q2,Estrategico,Andina & Caribe,AM-02,486756.51,7,1,69536.64,68,-1240.92,9.69,0,0,124772.56,2.0,11.0,0,Ativa,pos_2023
ACC-00345,2024Q3,Estrategico,Andina & Caribe,AM-02,397312.92,5,1,79462.58,31,-13363.02,5.68,0,0,245201.52,0.0,14.0,0,Ativa,pos_2023
ACC-00345,2024Q4,Estrategico,Andina & Caribe,AM-02,837299.49,14,1,59807.11,10,-15296.33,6.65,3,1,215880.45,2.0,27.0,0,Ativa,pos_2023
ACC-00345,2025Q1,Estrategico,Andina & Caribe,AM-02,,16,1,,29,-22312.26,9.73,4,2,124546.95,2.0,17.0,0,Ativa,pos_2023
ACC-00345,2025Q2,Estrategico,Andina & Caribe,AM-02,1083388.08,11,1,98489.83,25,-3027.21,7.98,5,2,852751.97,5.0,26.0,0,Ativa,pos_2023
ACC-00345,2025Q3,Estrategico,Andina & Caribe,AM-02,1265324.2,15,1,84354.95,21,-30385.82,6.33,2,0,886857.31,9.0,22.0,0,Ativa,pos_2023
ACC-00345,2025Q4,Estrategico,Andina & Caribe,AM-02,1413534.56,18,1,78529.7,31,-14893.5,1.55,3,1,611295.76,4.0,16.0,0,Ativa,pos_2023
ACC-00682,2022Q3,Estrategico,Brasil,AM-02,1636441.1,14,4,116888.65,23,-6613.21,7.1,2,1,777485.62,,,0,Ativa,pre_2023
ACC-00682,2022Q4,Estrategico,Brasil,AM-02,1719302.77,13,4,132254.06,16,-25110.49,6.11,3,0,928810.08,,,0,Ativa,pre_2023
ACC-00682,2023Q1,Estrategico,Brasil,AM-02,1848233.74,17,6,108719.63,17,-6518.21,5.5,2,1,661471.29,,,0,Ativa,pos_2023
ACC-00682,2023Q2,Estrategico,Brasil,AM-02,1982735.57,19,6,104354.5,24,-21241.7,14.07,1,0,788939.11,6.0,15.0,0,Ativa,pos_2023
ACC-00682,2023Q3,Estrategico,Brasil,AM-02,2042470.89,15,6,136164.73,13,-42517.43,12.15,3,0,1346849.63,4.0,11.0,0,Ativa,pos_2023
ACC-00682,2023Q4,Estrategico,Brasil,AM-02,2153630.67,10,5,215363.07,23,-47393.21,12.06,5,2,1256044.88,7.0,22.0,0,Ativa,pos_2023
ACC-00682,2024Q1,Estrategico,Brasil,AM-02,1421911.46,8,4,177738.93,40,-23903.96,11.34,1,0,720683.97,3.0,14.0,0,Ativa,pos_2023
ACC-00682,2024Q2,Estrategico,Brasil,AM-02,1145439.61,10,3,114543.96,50,-6175.32,13.48,2,1,460172.94,0.0,12.0,0,Ativa,pos_2023
ACC-00682,2024Q3,Estrategico,Brasil,AM-02,1406298.87,7,3,200899.84,43,-2654.46,11.15,3,2,984877.38,0.0,9.0,0,Ativa,pos_2023
ACC-00682,2024Q4,Estrategico,Brasil,AM-02,1730423.61,10,3,173042.36,31,-18675.73,6.12,3,1,737664.33,3.0,5.0,0,Ativa,pos_2023
ACC-00682,2025Q1,Estrategico,Brasil,AM-02,1960443.76,7,3,280063.39,30,-8244.45,9.6,0,0,893505.85,1.0,13.0,0,Ativa,pos_2023
ACC-00682,2025Q2,Estrategico,Brasil,AM-02,2239238.41,10,3,223923.84,31,-57638.11,7.63,0,0,259750.09,2.0,19.0,0,Ativa,pos_2023
ACC-00682,2025Q3,Estrategico,Brasil,AM-02,2696143.51,11,4,245103.96,35,-39350.45,4.11,2,0,1497175.27,0.0,7.0,0,Ativa,pos_2023
ACC-00682,2025Q4,Estrategico,Brasil,AM-02,3245454.3,8,4,405681.79,40,-29732.29,11.28,2,0,520559.42,3.0,13.0,0,Ativa,pos_2023
ACC-00376,2022Q3,Estrategico,Mexico & Norte LATAM,AM-29,2519984.83,13,4,193844.99,17,-41351.36,13.38,3,0,1589196.01,,,0,Ativa,pre_2023
ACC-00376,2022Q4,Estrategico,Mexico & Norte LATAM,AM-29,2656123.17,12,4,221343.6,16,-17426.03,2.11,4,3,1159609.26,,,1,Ativa,pre_2023
ACC-00376,2023Q1,Estrategico,Mexico & Norte LATAM,AM-29,2705942.62,14,5,193281.62,28,-5642.88,2.68,2,0,1435956.48,,,0,Ativa,pos_2023
ACC-00376,2023Q2,Estrategico,Mexico & Norte LATAM,AM-29,1982415.19,9,4,220268.35,42,-19832.2,5.41,0,0,1166912.65,7.0,4.0,0,Ativa,pos_2023
ACC-00376,2023Q3,Estrategico,Mexico & Norte LATAM,AM-29,1542843.22,7,3,220406.17,34,-43281.75,6.08,0,0,722638.99,4.0,4.0,0,Ativa,pos_2023
ACC-00376,2023Q4,Estrategico,Mexico & Norte LATAM,AM-29,1560523.86,8,3,195065.48,36,-37407.56,9.67,3,0,790767.23,0.0,15.0,0,Ativa,pos_2023
ACC-00376,2024Q1,Estrategico,Mexico & Norte LATAM,AM-29,1852289.21,9,3,205809.91,48,-36701.71,8.01,5,0,672224.28,4.0,12.0,0,Ativa,pos_2023
ACC-00376,2024Q2,Estrategico,Mexico & Norte LATAM,AM-29,2245904.5,7,3,320843.5,45,-10066.28,11.21,4,3,878527.12,3.0,9.0,0,Ativa,pos_2023
ACC-00376,2024Q3,Estrategico,Mexico & Norte LATAM,AM-29,2702443.92,6,2,450407.32,40,-82531.32,7.33,1,0,906189.86,5.0,0.0,0,Ativa,pos_2023
ACC-00376,2024Q4,Estrategico,Mexico & Norte LATAM,AM-29,1919451.98,6,1,319908.66,56,-5060.69,6.37,3,0,538923.16,5.0,5.0,0,Ativa,pos_2023
ACC-00376,2025Q1,Estrategico,Mexico & Norte LATAM,AM-29,1172351.59,5,1,234470.32,65,-15349.48,10.24,0,0,592334.87,0.0,9.0,0,Ativa,pos_2023
ACC-00376,2025Q2,Estrategico,Mexico & Norte LATAM,AM-29,3465502.19,14,1,247535.87,15,-87514.85,7.62,3,1,1400776.69,3.0,16.0,0,Ativa,pos_2023
ACC-00376,2025Q3,Estrategico,Mexico & Norte LATAM,AM-29,4199224.06,11,1,381747.64,28,-33089.71,4.56,2,1,962925.02,6.0,15.0,0,Ativa,pos_2023
ACC-00376,2025Q4,Estrategico,Mexico & Norte LATAM,AM-29,4870585.76,14,1,347898.98,9,-15935.98,8.15,4,0,1463353.26,5.0,17.0,0,Ativa,pos_2023
ACC-00775,2022Q3,Estrategico,Mexico & Norte LATAM,AM-38,2131083.17,17,4,125357.83,22,-8550.07,5.62,5,3,611269.55,,,0,Ativa,pre_2023
ACC-00775,2022Q4,Estrategico,Mexico & Norte LATAM,AM-38,2235019.12,17,4,131471.71,28,-11149.39,3.73,3,0,1213761.99,,,0,Ativa,pre_2023
ACC-00775,2023Q1,Estrategico,Mexico & Norte LATAM,AM-38,2299880.27,16,6,143742.52,15,-27258.76,10.75,2,1,936049.65,,,0,Ativa,pos_2023
ACC-00775,2023Q2,Estrategico,Mexico & Norte LATAM,AM-38,1529274.62,11,6,139024.97,31,-2253.61,4.75,2,0,1027555.21,4.0,28.0,0,Ativa,pos_2023
ACC-00775,2023Q3,Estrategico,Mexico & Norte LATAM,AM-38,1291493.97,12,6,107624.5,28,-21225.98,9.43,4,1,706733.05,4.0,18.0,0,Ativa,pos_2023
ACC-00775,2023Q4,Estrategico,Mexico & Norte LATAM,AM-38,2619771.52,15,6,174651.43,21,-28274.33,5.15,2,1,1814578.89,4.0,20.0,0,Ativa,pos_2023
ACC-00775,2024Q1,Estrategico,Mexico & Norte LATAM,AM-38,3118175.28,17,6,183422.08,40,-8671.6,7.75,4,2,2097207.57,5.0,13.0,0,Ativa,pos_2023
ACC-00775,2024Q2,Estrategico,Mexico & Norte LATAM,AM-38,3634367.39,14,6,259597.67,12,-57297.82,9.75,3,0,2060188.61,8.0,8.0,0,Ativa,pos_2023
ACC-00775,2024Q3,Estrategico,Mexico & Norte LATAM,AM-38,4339508.31,14,5,309964.88,16,-61313.62,5.2,2,1,2753588.12,4.0,21.0,0,Ativa,pos_2023
ACC-00775,2024Q4,Estrategico,Mexico & Norte LATAM,AM-38,3297501.49,9,4,366389.05,39,-24506.15,7.47,0,0,1970345.28,2.0,2.0,0,Ativa,pos_2023
ACC-00775,2025Q1,Estrategico,Mexico & Norte LATAM,AM-38,2688865.75,8,3,336108.22,35,-60480.15,11.51,1,0,1230762.48,2.0,7.0,0,Ativa,pos_2023
ACC-00775,2025Q2,Estrategico,Mexico & Norte LATAM,AM-38,2944220.45,9,3,327135.61,44,-65842.7,7.19,2,0,879228.83,0.0,7.0,0,Ativa,pos_2023
ACC-00775,2025Q3,Estrategico,Mexico & Norte LATAM,AM-38,3195164.78,10,3,319516.48,47,-57843.16,6.09,0,0,2097660.48,4.0,10.0,0,Ativa,pos_2023
ACC-00775,2025Q4,Estrategico,Mexico & Norte LATAM,AM-38,3539478.1,9,3,393275.34,33,-32168.23,9.36,1,1,1528571.41,3.0,9.0,0,Ativa,pos_2023
ACC-00003,2022Q3,Estrategico,Brasil,AM-26,2733883.63,15,4,182258.91,38,-43482.05,2.11,3,1,1480808.15,,,0,Ativa,pre_2023
ACC-00003,2022Q4,Estrategico,Brasil,AM-26,2742442.6,14,4,195888.76,10,-58855.56,6.87,3,1,1658572.16,,,0,Ativa,pre_2023
ACC-00003,2023Q1,Estrategico,Brasil,AM-26,1738476.9,12,6,144873.07,35,-29214.28,7.79,1,0,850662.65,,,0,Ativa,pos_2023
ACC-00003,2023Q2,Estrategico,Brasil,AM-26,1011196.12,13,6,77784.32,23,-11317.78,5.16,3,2,528291.01,6.0,14.0,0,Ativa,pos_2023
ACC-00003,2023Q3,Estrategico,Brasil,AM-26,3076872.7,15,6,205124.85,38,-65210.51,13.57,5,2,1196752.86,6.0,13.0,0,Ativa,pos_2023
ACC-00003,2023Q4,Estrategico,Brasil,AM-26,3163378.56,13,6,243336.81,10,-50904.86,6.8,1,1,2351225.38,6.0,25.0,0,Ativa,pos_2023
ACC-00003,2024Q1,Estrategico,Brasil,AM-26,3875580.42,13,5,298121.57,32,-19604.03,1.74,2,0,3114366.89,2.0,25.0,0,Ativa,pos_2023
ACC-00003,2024Q2,Estrategico,Brasil,AM-26,2538614.0,12,4,211551.17,40,-17416.11,15.38,3,1,884639.07,6.0,9.0,0,Ativa,pos_2023
ACC-00003,2024Q3,Estrategico,Brasil,AM-26,1790136.12,4,3,447534.03,44,-14779.19,1.15,0,0,726107.61,0.0,3.0,0,Ativa,pos_2023
ACC-00003,2024Q4,Estrategico,Brasil,AM-26,2121064.69,7,3,303009.24,31,-14311.56,8.4,1,1,367489.14,4.0,8.0,0,Ativa,pos_2023
ACC-00003,2025Q1,Estrategico,Brasil,AM-26,2348894.66,7,3,335556.38,33,-18646.93,8.52,3,1,1117135.33,5.0,9.0,0,Ativa,pos_2023
ACC-00003,2025Q2,Estrategico,Brasil,AM-26,2627874.93,9,3,291986.1,17,-6545.63,7.22,2,1,426766.95,1.0,6.0,1,Ativa,pos_2023
ACC-00003,2025Q3,Estrategico,Brasil,AM-26,2900757.91,8,3,362594.74,26,-44586.77,12.25,3,2,2252291.93,2.0,10.0,0,Ativa,pos_2023
ACC-00003,2025Q4,Estrategico,Brasil,AM-26,3256168.79,8,4,407021.1,46,-19465.74,8.03,2,1,2130716.12,5.0,10.0,0,Ativa,pos_2023
ACC-00628,2022Q3,Estrategico,Cono Sur,AM-33,4809084.07,15,4,320605.6,28,-60902.11,3.17,2,0,2090103.66,,,0,Ativa,pre_2023
ACC-00628,2022Q4,Estrategico,Cono Sur,AM-33,4865505.37,17,4,286206.2,18,-39348.01,6.53,1,0,1918586.39,,,0,Ativa,pre_2023
ACC-00628,2023Q1,Estrategico,Cono Sur,AM-33,4904128.44,12,6,408677.37,23,-92759.56,8.46,3,1,3006365.55,,,0,Ativa,pos_2023
ACC-00628,2023Q2,Estrategico,Cono Sur,AM-33,4716528.88,14,5,336894.92,30,-72870.78,9.11,0,0,1536520.08,6.0,19.0,0,Ativa,pos_2023
ACC-00628,2023Q3,Estrategico,Cono Sur,AM-33,3113308.19,12,4,259442.35,38,-101936.68,6.18,0,0,2301564.63,6.0,14.0,0,Ativa,pos_2023
ACC-00628,2023Q4,Estrategico,Cono Sur,AM-33,2085398.29,9,3,231710.92,21,-50495.56,4.82,2,0,602417.74,0.0,7.0,0,Ativa,pos_2023
ACC-00628,2024Q1,Estrategico,Cono Sur,AM-33,2421112.92,8,3,302639.11,35,-22356.25,6.61,0,0,1380658.29,2.0,7.0,0,Ativa,pos_2023
ACC-00628,2024Q2,Estrategico,Cono Sur,AM-33,2832119.25,7,3,404588.46,29,-14341.88,11.9,1,0,1053429.19,4.0,10.0,0,Ativa,pos_2023
ACC-00628,2024Q3,Estrategico,Cono Sur,AM-33,3302806.07,8,2,412850.76,36,-36712.83,12.58,2,0,1884404.49,4.0,14.0,0,Ativa,pos_2023
ACC-00628,2024Q4,Estrategico,Cono Sur,AM-33,2161984.87,5,1,432396.97,58,-20044.09,5.24,0,0,973568.88,4.0,1.0,0,Ativa,pos_2023
ACC-00628,2025Q1,Estrategico,Cono Sur,AM-33,1378705.05,6,1,229784.18,50,-4447.13,9.43,0,0,1122000.76,2.0,4.0,0,Ativa,pos_2023
ACC-00628,2025Q2,Estrategico,Cono Sur,AM-33,1518376.81,4,1,379594.2,62,-44598.81,7.85,2,0,827612.25,0.0,3.0,0,Ativa,pos_2023
ACC-00628,2025Q3,Estrategico,Cono Sur,AM-33,1663761.91,4,1,415940.48,49,-14521.1,6.46,0,0,750840.21,2.0,1.0,0,Ativa,pos_2023
ACC-00628,2025Q4,Estrategico,Cono Sur,AM-33,1816003.33,4,1,454000.83,30,-26852.44,1.76,1,1,791210.9,3.0,9.0,0,Ativa,pos_2023
ACC-01004,2022Q3,Estrategico,Cono Sur,AM-23,3090590.42,20,4,154529.52,21,-28774.81,9.15,2,0,1021118.95,,,0,Ativa,pre_2023
ACC-01004,2022Q4,Estrategico,Cono Sur,AM-23,3242772.59,14,4,231626.61,32,-623.76,8.91,2,0,2000619.01,,,0,Ativa,pre_2023
ACC-01004,2023Q1,Estrategico,Cono Sur,AM-23,3564817.51,15,6,237654.5,10,-16900.37,11.72,4,2,2409864.56,,,0,Ativa,pos_2023
ACC-01004,2023Q2,Estrategico,Cono Sur,AM-23,2775640.31,14,6,198260.02,25,-60212.98,9.46,1,1,1268594.73,5.0,13.0,0,Ativa,pos_2023
ACC-01004,2023Q3,Estrategico,Cono Sur,AM-23,2298682.53,13,6,176821.73,25,-2982.47,5.44,2,0,518892.16,5.0,15.0,0,Ativa,pos_2023
ACC-01004,2023Q4,Estrategico,Cono Sur,AM-23,,11,6,,26,-84790.94,3.11,4,1,2148682.59,6.0,20.0,0,Ativa,pos_2023
ACC-01004,2024Q1,Estrategico,Cono Sur,AM-23,5090003.82,15,6,339333.59,18,-53439.72,10.4,2,0,2693349.67,4.0,13.0,0,Ativa,pos_2023
ACC-01004,2024Q2,Estrategico,Cono Sur,AM-23,6276555.66,14,6,448325.4,33,-106823.79,10.25,4,1,718242.29,5.0,14.0,0,Ativa,pos_2023
ACC-01004,2024Q3,Estrategico,Cono Sur,AM-23,7814704.82,10,5,781470.48,17,-184496.32,13.19,4,2,2539625.31,5.0,14.0,0,Ativa,pos_2023
ACC-01004,2024Q4,Estrategico,Cono Sur,AM-23,5185584.43,9,4,576176.05,45,-128609.27,7.1,1,1,1699183.28,0.0,9.0,0,Ativa,pos_2023
ACC-01004,2025Q1,Estrategico,Cono Sur,AM-23,3705124.46,6,3,617520.74,37,-75928.86,5.98,2,1,2375066.29,5.0,16.0,0,Ativa,pos_2023
ACC-01004,2025Q2,Estrategico,Cono Sur,AM-23,4123841.75,8,3,515480.22,39,-93355.58,7.77,1,1,634518.46,7.0,8.0,0,Ativa,pos_2023
ACC-01004,2025Q3,Estrategico,Cono Sur,AM-23,4644911.76,9,3,516101.31,25,-14760.06,6.36,0,0,2784691.51,3.0,9.0,0,Ativa,pos_2023
ACC-01004,2025Q4,Estrategico,Cono Sur,AM-23,5253685.36,8,3,656710.67,33,-77099.69,5.37,1,0,3640068.58,2.0,8.0,0,Ativa,pos_2023
ACC-00869,2022Q3,Estrategico,Mexico & Norte LATAM,AM-10,1363599.49,15,4,90906.63,9,-9955.52,6.25,5,3,239376.92,,,0,Ativa,pre_2023
ACC-00869,2022Q4,Estrategico,Mexico & Norte LATAM,AM-10,1174132.37,15,4,78275.49,12,-29457.37,11.33,4,0,344096.38,,,0,Ativa,pre_2023
ACC-00869,2023Q1,Estrategico,Mexico & Norte LATAM,AM-10,1045336.84,13,6,80410.53,19,-4190.24,7.58,4,2,552209.18,,,0,Ativa,pos_2023
ACC-00869,2023Q2,Estrategico,Mexico & Norte LATAM,AM-10,1374104.02,17,6,80829.65,20,-38090.32,8.73,3,1,703208.58,4.0,18.0,0,Ativa,pos_2023
ACC-00869,2023Q3,Estrategico,Mexico & Norte LATAM,AM-10,1383145.74,16,6,86446.61,20,-15899.19,9.8,2,2,569634.14,1.0,20.0,0,Ativa,pos_2023
ACC-00869,2023Q4,Estrategico,Mexico & Norte LATAM,AM-10,1356570.38,13,5,104351.57,19,-3643.69,5.47,2,0,402158.96,6.0,18.0,0,Ativa,pos_2023
ACC-00869,2024Q1,Estrategico,Mexico & Norte LATAM,AM-10,1044096.69,11,4,94917.88,31,-11678.48,2.17,1,0,487298.31,6.0,14.0,0,Ativa,pos_2023
ACC-00869,2024Q2,Estrategico,Mexico & Norte LATAM,AM-10,717232.3,9,3,79692.48,52,-18560.66,4.76,0,0,36031.0,0.0,1.0,0,Ativa,pos_2023
ACC-00869,2024Q3,Estrategico,Mexico & Norte LATAM,AM-10,809213.5,6,3,134868.92,43,-3804.1,7.6,2,0,146570.4,4.0,17.0,0,Ativa,pos_2023
ACC-00869,2024Q4,Estrategico,Mexico & Norte LATAM,AM-10,936533.99,9,3,104059.33,25,-24599.3,1.79,2,2,444477.09,4.0,12.0,0,Ativa,pos_2023
ACC-00869,2025Q1,Estrategico,Mexico & Norte LATAM,AM-10,1007612.17,7,3,143944.6,49,-8935.43,11.11,1,0,353541.58,5.0,14.0,0,Ativa,pos_2023
ACC-00869,2025Q2,Estrategico,Mexico & Norte LATAM,AM-10,1071198.34,10,3,107119.83,33,-31252.55,0.0,1,0,870720.32,3.0,19.0,0,Ativa,pos_2023
ACC-00869,2025Q3,Estrategico,Mexico & Norte LATAM,AM-10,1186281.04,7,4,169468.72,33,-21186.34,7.06,1,0,631672.49,3.0,18.0,0,Ativa,pos_2023
ACC-00869,2025Q4,Estrategico,Mexico & Norte LATAM,AM-10,1319300.6,7,4,188471.51,25,-26126.98,5.51,2,0,816836.79,4.0,0.0,0,Ativa,pos_2023
ACC-00900,2022Q3,Estrategico,Brasil,AM-36,8161275.28,15,4,544085.02,12,-130438.22,8.16,2,0,3046322.03,,,0,Ativa,pre_2023
ACC-00900,2022Q4,Estrategico,Brasil,AM-36,8670072.49,15,4,578004.83,17,-207551.54,4.91,2,0,3224918.67,,,0,Ativa,pre_2023
ACC-00900,2023Q1,Estrategico,Brasil,AM-36,8571098.23,18,6,476172.12,27,-109656.98,4.57,2,1,2820901.86,,,0,Ativa,pos_2023
ACC-00900,2023Q2,Estrategico,Brasil,AM-36,8839311.25,14,6,631379.37,21,-198032.33,2.97,2,0,1345580.61,6.0,19.0,0,Ativa,pos_2023
ACC-00900,2023Q3,Estrategico,Brasil,AM-36,8487020.03,13,6,652847.69,15,-135461.78,7.76,5,3,5100035.59,5.0,15.0,0,Ativa,pos_2023
ACC-00900,2023Q4,Estrategico,Brasil,AM-36,8691384.5,13,6,668568.04,12,-267917.21,7.24,3,1,4965832.48,6.0,9.0,0,Ativa,pos_2023
ACC-00900,2024Q1,Estrategico,Brasil,AM-36,10366959.92,9,6,1151884.44,23,-146673.79,6.83,5,1,4383549.4,5.0,19.0,0,Ativa,pos_2023
ACC-00900,2024Q2,Estrategico,Brasil,AM-36,12399225.81,18,6,688845.88,17,-122285.88,2.23,2,2,5890294.62,5.0,17.0,0,Ativa,pos_2023
ACC-00900,2024Q3,Estrategico,Brasil,AM-36,15080446.83,13,5,1160034.37,32,-268858.82,6.34,1,0,2480230.32,6.0,25.0,0,Ativa,pos_2023
ACC-00900,2024Q4,Estrategico,Brasil,AM-36,12479299.03,10,4,1247929.9,43,-188043.71,12.51,0,0,3693173.05,6.0,22.0,0,Ativa,pos_2023
ACC-00900,2025Q1,Estrategico,Brasil,AM-36,9874281.62,10,3,987428.16,37,-128999.87,9.89,1,0,5326103.87,2.0,0.0,1,Ativa,pos_2023
ACC-00900,2025Q2,Estrategico,Brasil,AM-36,10001790.55,9,2,1111310.06,27,-157361.19,6.56,3,2,5455673.99,1.0,12.0,0,Ativa,pos_2023
ACC-00900,2025Q3,Estrategico,Brasil,AM-36,0.0,0,0,0.0,92,-0.0,9.34,0,0,0.0,0.0,0.0,0,Encerrada,pos_2023
ACC-00900,2025Q4,Estrategico,Brasil,AM-36,0.0,0,0,0.0,92,-0.0,1.77,0,0,0.0,0.0,4.0,0,Encerrada,pos_2023
